word,log_occurence
crumb,-6.309629756
credo,-6.309714621
bonne,-6.310293685
feuds,-6.311486282
mossy,-6.311692937
belle,-6.311927132
perks,-6.313288146
dosed,-6.313874754
vying,-6.314543487
revel,-6.314796576
glean,-6.315366254
acrid,-6.316008297
sable,-6.316089909
omens,-6.316427096
hoofs,-6.316874564
stubs,-6.317223952
grits,-6.317370604
swipe,-6.317537244
coped,-6.317567862
aired,-6.318125447
undid,-6.31933115
rungs,-6.319466218
atone,-6.320307717
medic,-6.320419646
capon,-6.320679259
flips,-6.32068886
skunk,-6.322605421
allot,-6.322816616
decoy,-6.322977316
dyads,-6.323392563
snuck,-6.323937784
putty,-6.324043477
surly,-6.324753626
niger,-6.325403074
agone,-6.325600247
tints,-6.325932146
forme,-6.326042457
mafia,-6.326132181
wince,-6.326577047
razed,-6.326933338
robed,-6.32704727
taunt,-6.327154552
agood,-6.327978102
toyed,-6.32809202
villi,-6.328225373
troll,-6.328290586
clods,-6.329626527
conic,-6.329676571
sedge,-6.329943686
rowdy,-6.330217
tusks,-6.330347127
holed,-6.330741666
manna,-6.331478156
gilts,-6.332270071
pacts,-6.33227277
olden,-6.332337234
cotta,-6.334172793
tweed,-6.334206776
japan,-6.334307692
fluke,-6.33444026
licks,-6.334936276
waver,-6.335159264
chime,-6.335220999
wreak,-6.335744842
krill,-6.336013536
angst,-6.3360429
diene,-6.33624727
flees,-6.336272004
leper,-6.33635943
heron,-6.337162033
eosin,-6.33727791
rivet,-6.337280167
visor,-6.337534723
louse,-6.338104908
stats,-6.338280871
spits,-6.339556808
swims,-6.339675247
roars,-6.340190134
lithe,-6.341115042
fugue,-6.341603657
eject,-6.34187765
tardy,-6.342025232
lidar,-6.342162092
faked,-6.342394811
mauve,-6.34261977
knoll,-6.343089122
revue,-6.343144924
scion,-6.343220857
brent,-6.343476683
moors,-6.34362353
tuner,-6.343669253
brede,-6.344886261
beany,-6.345469443
muons,-6.346041711
toner,-6.346514825
slush,-6.346838671
kiosk,-6.347173326
wring,-6.347287532
tuffs,-6.347381971
polyp,-6.348380028
lusty,-6.348712875
dukes,-6.348764462
seers,-6.348985461
sushi,-6.349388612
stash,-6.349888378
brawl,-6.349977665
codex,-6.350429441
recon,-6.350485571
tarry,-6.350646102
allis,-6.351724573
pelts,-6.354054365
pupal,-6.354595292
tulip,-6.354929565
chink,-6.354936392
lurks,-6.355554937
parol,-6.356646943
gales,-6.356914333
breve,-6.35838452
sloth,-6.35864484
wilds,-6.359383216
duped,-6.361246996
hauls,-6.361542422
exons,-6.361721504
galls,-6.362153562
pawns,-6.362280861
flume,-6.362483887
saber,-6.362601865
whack,-6.363246942
fudge,-6.36345018
oleic,-6.363927919
grime,-6.363967826
clams,-6.36538347
sakes,-6.365730535
tepid,-6.36603992
husks,-6.366646355
glows,-6.36670763
coder,-6.368235339
durum,-6.369472849
slaps,-6.369563963
sutra,-6.370228684
spina,-6.370428221
silts,-6.37098889
nomic,-6.371116967
chara,-6.371259591
gurus,-6.371485216
lusts,-6.372439211
cramp,-6.372933855
arbor,-6.373329637
howls,-6.373788983
agape,-6.374878725
lanky,-6.375164796
mesic,-6.375173959
acorn,-6.375597773
weedy,-6.375794923
skips,-6.376220944
grist,-6.377284432
jaded,-6.377512204
scarp,-6.37890844
topos,-6.379039657
halts,-6.379170731
droop,-6.379233995
kayak,-6.379780669
vouch,-6.380521821
dowel,-6.380637608
mince,-6.380824359
kites,-6.380901619
james,-6.381107098
crepe,-6.381334341
chirp,-6.381429275
sowed,-6.381864595
scape,-6.381891125
parti,-6.383072414
swabs,-6.383181401
tango,-6.383248426
bared,-6.383719333
cobra,-6.384645179
dregs,-6.386454959
muses,-6.386701382
bated,-6.387116573
ashen,-6.387575152
ruble,-6.389562309
brags,-6.390149763
skier,-6.390731021
rouge,-6.391529176
bunny,-6.391720619
crass,-6.392099558
antes,-6.392262847
wisps,-6.392472372
betel,-6.393200297
itchy,-6.393863881
afoul,-6.394228755
vegan,-6.394666673
pried,-6.394774556
thong,-6.395667883
gonad,-6.395859077
unwed,-6.395997844
duces,-6.396106759
chang,-6.396453542
furor,-6.397383358
stele,-6.397607098
petri,-6.397688844
guile,-6.397912542
lapel,-6.398069536
funky,-6.398377865
demos,-6.399153414
biota,-6.39938874
stoma,-6.399736798
atoll,-6.401604811
labia,-6.402504579
seedy,-6.403208294
aspen,-6.403844316
drips,-6.404358848
coupe,-6.404811706
fluff,-6.404915934
passe,-6.404940944
wench,-6.405588551
loner,-6.406181083
lunge,-6.406248893
dunno,-6.406816892
ulama,-6.407107789
agate,-6.407954533
bouts,-6.408127585
mints,-6.409708616
oases,-6.41043397
titre,-6.4105908
plows,-6.410686026
prank,-6.413168182
duchy,-6.413749744
mucin,-6.414266869
hertz,-6.414457822
beget,-6.414470299
inlay,-6.414620987
cameo,-6.414703103
boxed,-6.414969956
raphe,-6.415275136
wiper,-6.415712262
ileal,-6.415712584
mowed,-6.416239373
slams,-6.416240189
tetra,-6.416252582
dorms,-6.417349528
slyly,-6.417512083
peels,-6.417683915
shied,-6.417861104
tacky,-6.418034677
algal,-6.419095251
cairn,-6.419741264
avows,-6.420572612
balsa,-6.42062974
amass,-6.420799931
moult,-6.420867388
floss,-6.421621786
voles,-6.421677421
fumed,-6.422451276
bough,-6.422796388
deoxy,-6.423007833
meaty,-6.423754918
bugle,-6.423787555
goers,-6.423910334
spilt,-6.424525867
clots,-6.42457708
amaze,-6.425320113
pasts,-6.426114136
forbs,-6.426947427
dural,-6.427173809
leech,-6.428444651
doers,-6.428510456
sired,-6.42856453
booby,-6.429635636
inked,-6.429921905
fides,-6.430461527
foals,-6.430764126
india,-6.431015018
boggy,-6.431141575
onely,-6.431292976
salve,-6.431323018
bawdy,-6.432433744
cacti,-6.432479647
chefs,-6.432723034
hoary,-6.433087481
stile,-6.433317317
trove,-6.433899386
sires,-6.434333594
abhor,-6.434793123
rerun,-6.43480167
shrew,-6.435394913
nomad,-6.435752687
bromo,-6.436310857
booms,-6.436785807
leeks,-6.437025892
becke,-6.438352855
shewn,-6.438414245
drawl,-6.438785711
loams,-6.439252629
rosin,-6.439858255
mocks,-6.440169268
kinks,-6.44045767
covet,-6.44061927
agues,-6.441391517
rhino,-6.441632804
genie,-6.442836418
amity,-6.443188755
haiku,-6.443935349
weeps,-6.444683762
offal,-6.44472285
haves,-6.444780591
clogs,-6.445513636
apter,-6.445664984
recto,-6.446054594
soapy,-6.446181882
evict,-6.446306369
skiff,-6.446441378
bilge,-6.448253245
willy,-6.44888527
ileus,-6.449668761
morph,-6.450557919
carle,-6.451230665
idler,-6.451565261
fjord,-6.451796984
pails,-6.452368056
voxel,-6.45276227
costa,-6.452951436
sagas,-6.453023127
udder,-6.45324195
untie,-6.453886054
spiky,-6.454982515
kitty,-6.455178522
sooty,-6.455744476
balmy,-6.458416434
mushy,-6.458661679
tacks,-6.458770422
glade,-6.459424088
beaux,-6.459431808
pseud,-6.459441328
nance,-6.459648755
clang,-6.459996503
tanto,-6.460482138
suede,-6.461377869
ached,-6.46149631
arras,-6.461994864
blitz,-6.462805667
bytes,-6.463076607
dally,-6.464261637
brome,-6.464500177
churl,-6.464562908
melee,-6.46482884
ovine,-6.464955236
oozed,-6.465161442
quoth,-6.465196682
champ,-6.465481042
trois,-6.466645227
nears,-6.466801113
trams,-6.467994729
suave,-6.46866095
belie,-6.46870957
twill,-6.469401017
quack,-6.469956684
fives,-6.470154482
nevus,-6.47113184
lysed,-6.471134595
scrip,-6.471409932
gouge,-6.471766515
isles,-6.472826189
surer,-6.47333243
gavel,-6.473770067
donna,-6.474144664
smite,-6.47460275
toils,-6.475953426
faxed,-6.476088933
roach,-6.477114153
dolly,-6.477396521
fovea,-6.47746903
grubs,-6.477495675
sonne,-6.47769125
rifts,-6.478374191
roomy,-6.479120828
polka,-6.479717444
pique,-6.480127916
peter,-6.480566096
lowed,-6.481493761
askew,-6.483191588
lager,-6.483460696
swish,-6.483516433
flier,-6.484094635
cowed,-6.484361081
viper,-6.484548027
banns,-6.485009737
bolus,-6.48599136
spect,-6.48724044
boric,-6.487321934
adays,-6.488504257
auger,-6.488740338
padre,-6.489003265
roped,-6.489118022
sprig,-6.489178194
rales,-6.489213805
tarsi,-6.489359403
dully,-6.489551281
bylaw,-6.490062262
stupa,-6.490155121
begat,-6.491334131
annas,-6.491518882
wispy,-6.491561682
abore,-6.491644144
livre,-6.492550698
parry,-6.493066233
saute,-6.493148601
stews,-6.49329886
racer,-6.493482743
pithy,-6.494287654
enrol,-6.494528037
feign,-6.494564511
sated,-6.495051402
jeeps,-6.495796303
crags,-6.496220416
drily,-6.496343068
haute,-6.496532823
weirs,-6.496621927
tines,-6.49704384
outdo,-6.497105005
beath,-6.49746602
cubed,-6.497897956
octet,-6.499073012
trill,-6.499118438
brats,-6.499273178
swoon,-6.499392071
fishy,-6.499562779
mezzo,-6.50084654
flaky,-6.501361595
rover,-6.50154082
linac,-6.501636916
dross,-6.501960548
harps,-6.502055979
wiles,-6.502417695
baken,-6.502542409
lyase,-6.502585712
knell,-6.502853588
shirk,-6.502890449
actin,-6.503035745
recap,-6.503472849
bates,-6.503848847
ebbed,-6.504156008
filer,-6.504891388
autos,-6.505402098
runny,-6.505807571
skids,-6.505916423
caput,-6.506713047
apres,-6.50675932
dawns,-6.507298976
runes,-6.507332979
duets,-6.507578079
urate,-6.507589514
winks,-6.507889611
slags,-6.508034336
idyll,-6.508410888
pager,-6.508746846
momma,-6.509181204
telos,-6.509958417
ident,-6.510310913
velar,-6.510983856
rakes,-6.511262415
halos,-6.511661463
sinew,-6.512533837
whoop,-6.513149681
ducal,-6.513241085
sisal,-6.513604107
nutty,-6.515851885
cours,-6.516294822
knave,-6.516535267
ember,-6.517520818
bifid,-6.517522854
prowl,-6.517700985
sulky,-6.517815675
goofy,-6.518277284
liber,-6.518412637
soars,-6.518738429
quads,-6.519597339
verve,-6.520045722
smock,-6.520051091
joist,-6.520630928
faxes,-6.52064809
knead,-6.520961127
miser,-6.520995425
libri,-6.521520395
canny,-6.52204251
tipsy,-6.523695982
tills,-6.524450276
flail,-6.524636476
quire,-6.525215725
maser,-6.525387629
lutea,-6.525574232
afire,-6.525715623
raspy,-6.525837044
pinks,-6.527565795
beers,-6.527616959
earls,-6.527619768
inane,-6.527904934
crimp,-6.528020987
solum,-6.528124454
extol,-6.528226435
ayres,-6.528385964
shins,-6.528686602
fasts,-6.528764553
foamy,-6.529016316
slurs,-6.529076302
pushy,-6.529313015
bossy,-6.529875113
sabre,-6.529917318
divan,-6.530032371
wooed,-6.53073925
gruel,-6.531290023
goeth,-6.532278433
cynic,-6.532326367
grope,-6.53286603
quirk,-6.533093847
stomp,-6.534495712
coves,-6.535316151
chary,-6.535563199
sward,-6.536478907
snore,-6.537200994
parka,-6.537712298
prise,-6.538087718
salvo,-6.538111864
azote,-6.538432797
unlit,-6.538848548
porta,-6.539494467
pylon,-6.539602298
sally,-6.539890653
aurum,-6.540935526
agast,-6.540991465
tarts,-6.541286582
yoked,-6.541364975
hyena,-6.541671573
plats,-6.541900648
tical,-6.542015747
paged,-6.542165695
droll,-6.542527512
sexed,-6.543246222
lossy,-6.543572183
carat,-6.544161131
sepia,-6.544810738
pasty,-6.545046508
spars,-6.545661826
machi,-6.545746395
campo,-6.54612664
prion,-6.546280306
nudes,-6.546414244
comfy,-6.546893484
homey,-6.547097182
scabs,-6.547482121
umber,-6.547834931
stabs,-6.548512603
pimps,-6.548650207
intel,-6.549278201
pygmy,-6.549302923
piper,-6.549976138
bandy,-6.550047291
moron,-6.550490092
perse,-6.550581546
twain,-6.550635248
glans,-6.551067982
primo,-6.551835259
myrrh,-6.551933878
calla,-6.551978644
impel,-6.552302523
inure,-6.552711792
nomen,-6.553422234
stank,-6.554377466
paise,-6.55521025
cribs,-6.557071917
malic,-6.55752968
basso,-6.557646181
scoff,-6.559489865
dimes,-6.559788494
hails,-6.559982988
saucy,-6.561132378
nooks,-6.561426808
hacks,-6.561574797
bight,-6.561967541
wails,-6.562044933
ovule,-6.562114667
unary,-6.562134424
hasta,-6.562209265
clink,-6.562365965
jumpy,-6.562427847
hilar,-6.563026091
tweak,-6.564248137
imago,-6.564484442
borax,-6.564542511
kinky,-6.565507938
duels,-6.565942271
manga,-6.566495681
glues,-6.566695444
decry,-6.56686725
lingo,-6.566913891
lapis,-6.567464129
astir,-6.569085844
scams,-6.569130309
potty,-6.569670767
llama,-6.569810536
cooed,-6.570137932
radix,-6.570393838
moldy,-6.570790885
ables,-6.57111734
lynch,-6.571152243
grads,-6.57121174
guano,-6.571375112
satis,-6.572112938
lames,-6.57217322
lifes,-6.572409761
riven,-6.572601705
floes,-6.573264788
stork,-6.574107954
bumps,-6.574413647
byway,-6.574620051
donut,-6.574628139
fount,-6.57463355
psych,-6.574846842
joker,-6.575544502
bayou,-6.575570244
rayed,-6.575631602
coxae,-6.576539164
hyoid,-6.576878555
ennui,-6.577141299
ovals,-6.577142442
pipet,-6.577724761
reams,-6.579104782
artis,-6.5798253
brigs,-6.580095253
gulps,-6.580246566
indie,-6.580456693
anker,-6.580586485
tapas,-6.581441012
satyr,-6.581772074
frons,-6.582218047
fetid,-6.582319507
laird,-6.582978117
ergot,-6.583262771
milks,-6.583475235
filly,-6.584915423
fixer,-6.585455361
clave,-6.587135941
irked,-6.587524761
sodic,-6.587727413
burrs,-6.588316364
biles,-6.588886264
croak,-6.589069212
piggy,-6.589299832
takin,-6.590094794
midge,-6.591189592
aural,-6.592147452
carol,-6.592186976
etude,-6.593532575
logon,-6.595309316
beret,-6.595981851
pales,-6.596500152
chins,-6.596516097
cadre,-6.597289888
axons,-6.597697056
corny,-6.598084801
fakes,-6.598498484
ancle,-6.59861514
uteri,-6.599065278
pokes,-6.599439215
exude,-6.599626592
chock,-6.600894262
mazes,-6.601006157
coven,-6.601014233
taluk,-6.601315178
rials,-6.601557559
caged,-6.602164425
blent,-6.60247016
aegis,-6.60338791
tates,-6.603644099
nihil,-6.604061608
ament,-6.604085385
copse,-6.604090352
thins,-6.604407738
tutti,-6.604609949
nulla,-6.605445231
grays,-6.605721211
stipe,-6.606817092
sleds,-6.608396814
tilth,-6.609397313
frond,-6.609545958
rears,-6.609630085
scree,-6.610259922
bayle,-6.610576587
guava,-6.611543738
warps,-6.611612208
boned,-6.612107095
upped,-6.612429804
liken,-6.61253645
skein,-6.612860588
octal,-6.612861181
quays,-6.612889244
glyph,-6.613513185
caper,-6.613904074
tinea,-6.613964781
furan,-6.614103504
alack,-6.614534155
safes,-6.614579269
marls,-6.614660204
tweet,-6.615276794
picky,-6.615581203
caret,-6.616302926
terry,-6.616468931
shaly,-6.616624938
rebus,-6.616782042
halve,-6.617373408
dudes,-6.617697045
topaz,-6.618283541
slunk,-6.61868165
hiker,-6.619313866
cyano,-6.619421639
refit,-6.620050594
tacos,-6.620298952
pudgy,-6.620387551
humps,-6.62040694
bagel,-6.62151332
vibes,-6.622050553
bogus,-6.622229079
cocci,-6.622251773
snipe,-6.622412838
taiga,-6.62390609
reals,-6.624206893
licit,-6.624319162
sodas,-6.624413252
joule,-6.625052562
nappe,-6.625198104
crock,-6.625258075
gigas,-6.625596286
diazo,-6.625629464
jawed,-6.625787382
panda,-6.626290254
imbue,-6.626357116
venal,-6.626881568
musky,-6.627262829
keels,-6.627831254
billy,-6.62843958
ilium,-6.628800282
stria,-6.629167008
vetch,-6.629346011
hovel,-6.629537319
civet,-6.629594487
mange,-6.629617604
geoid,-6.630745174
squaw,-6.630990163
bitte,-6.631052676
idled,-6.631402239
lobar,-6.631600441
tangy,-6.631643931
chard,-6.631938755
yogic,-6.631946581
playa,-6.632002171
ambit,-6.632942856
wordy,-6.634483501
frisk,-6.634661812
sprue,-6.634935221
tiara,-6.635076948
serif,-6.636151378
drool,-6.636458701
trios,-6.636585787
teats,-6.636599593
plait,-6.63772401
creme,-6.638227621
butch,-6.638543911
doeth,-6.638945203
raved,-6.639331044
aglow,-6.639500233
gauss,-6.639714256
oxime,-6.639756635
plasm,-6.640008913
alowe,-6.640213251
phyla,-6.640273361
shews,-6.641410328
codec,-6.641934595
filet,-6.642102409
coram,-6.642196855
punks,-6.642359419
durst,-6.642980544
boors,-6.643335613
pesky,-6.64355328
teres,-6.643574696
derby,-6.643899087
pikes,-6.643960117
duvet,-6.644313928
aline,-6.644726481
sella,-6.644920348
blurt,-6.645153427
waked,-6.646248707
oozes,-6.646507152
spoof,-6.646529895
croup,-6.646729567
volar,-6.647213122
lofts,-6.64736926
paves,-6.647692561
gents,-6.648510228
casus,-6.648819995
prods,-6.649324583
henry,-6.649544841
pored,-6.650356816
dames,-6.650358408
shard,-6.650523205
perky,-6.651154196
jours,-6.65116357
promo,-6.651202418
augur,-6.651261067
varus,-6.651552559
deuce,-6.651665616
monad,-6.652648102
platy,-6.653810731
archi,-6.65400859
leery,-6.654969465
borde,-6.655412789
curds,-6.655791701
amici,-6.656414201
dirge,-6.656601754
bakes,-6.657306609
spook,-6.658282749
biome,-6.658674631
motet,-6.658942998
goons,-6.659044205
telly,-6.66012316
gongs,-6.660421135
deign,-6.660661857
skits,-6.660744045
bairn,-6.660970103
abaft,-6.661221534
tomes,-6.661259248
piezo,-6.661582615
hilum,-6.661832078
peals,-6.662252233
cubit,-6.664129675
donne,-6.664438586
grama,-6.664956956
curia,-6.665724536
cinch,-6.666615738
waken,-6.66703552
beady,-6.667332989
agora,-6.667355611
coyly,-6.66740183
barbs,-6.668343935
pater,-6.66874039
brims,-6.670876646
decal,-6.671177257
gnats,-6.671353048
rebar,-6.671450612
liege,-6.671588317
pinna,-6.671653122
gorse,-6.671881255
orang,-6.67237004
scrum,-6.67263221
twirl,-6.673347841
wanes,-6.673605502
frets,-6.67402792
tares,-6.674029974
novae,-6.674395782
jaunt,-6.674703574
beryl,-6.674792686
scald,-6.675240237
pesto,-6.675529415
bodes,-6.67569161
finch,-6.675805333
beefy,-6.676128297
thous,-6.676469145
comte,-6.676510987
sissy,-6.676588312
homer,-6.677262084
soaks,-6.677311006
cyclo,-6.677686712
blurb,-6.677736845
hydra,-6.677982799
fiefs,-6.678563691
axils,-6.678595947
mecca,-6.6788942
dered,-6.678928545
laths,-6.679671757
riled,-6.680282331
dinar,-6.681000848
gnome,-6.681286981
knits,-6.681295029
snide,-6.681531726
corks,-6.681975811
tains,-6.682156095
testa,-6.682594498
mesas,-6.683316125
twang,-6.684584388
latte,-6.688109447
spank,-6.688242332
banco,-6.688545711
naira,-6.689013805
clipt,-6.691446442
kraal,-6.69183395
demur,-6.692375671
moped,-6.692386925
copes,-6.694084466
cabal,-6.694151691
yokes,-6.694664288
fawns,-6.694669045
bulks,-6.694915228
dildo,-6.695011365
quant,-6.69528569
micas,-6.695449457
tucks,-6.695509309
gooey,-6.696860552
trims,-6.696973526
wacky,-6.697747812
lasso,-6.698220213
gripe,-6.698484286
hells,-6.698618624
moire,-6.698712461
brier,-6.698836128
lamas,-6.699224181
pitot,-6.699304637
sooth,-6.699386951
anime,-6.699838613
tryst,-6.700667511
carta,-6.701062696
manes,-6.701377687
comps,-6.701830883
culms,-6.702551235
massa,-6.702748851
sways,-6.702958533
yucca,-6.703330443
splay,-6.704824229
compo,-6.704850374
mages,-6.705527702
apish,-6.705884355
atria,-6.706127774
nicks,-6.706737572
feint,-6.70678784
brast,-6.706882431
paean,-6.706950664
imine,-6.708904048
miter,-6.709477736
flout,-6.709853337
pinto,-6.710782642
tarot,-6.711178913
usque,-6.711313657
curvy,-6.712084448
broil,-6.712085808
gummy,-6.713543709
mammy,-6.713582614
stags,-6.713751011
paris,-6.714122381
monte,-6.714443254
crone,-6.715430344
azide,-6.715471343
veers,-6.71562657
stela,-6.716355811
jolts,-6.71644529
teary,-6.716955995
theca,-6.717087909
sirup,-6.71805415
felts,-6.718455498
emery,-6.718464959
heare,-6.7204653
mille,-6.720706904
calix,-6.721184461
nifty,-6.721588656
samba,-6.721772844
sacra,-6.721968894
sassy,-6.722235604
dolor,-6.722283325
seral,-6.722592314
mogul,-6.723226448
benet,-6.723628245
mondo,-6.724821093
tripe,-6.7248215
tenon,-6.725019496
sures,-6.725118625
hymen,-6.725549336
minke,-6.725659551
neigh,-6.72580313
memes,-6.725934214
aphis,-6.726036167
bombe,-6.7266974
soled,-6.72746172
ditty,-6.727606284
bourd,-6.728257189
pawed,-6.728741866
testy,-6.728861868
treks,-6.728898356
boles,-6.729510522
ering,-6.729991356
patty,-6.730047635
yawns,-6.730112739
ploys,-6.730851713
awing,-6.731669289
blear,-6.731723584
jests,-6.731971766
litho,-6.732012215
tabby,-6.732332618
spurn,-6.732337687
gloat,-6.732695486
sulci,-6.732751852
hater,-6.732793724
imams,-6.732911575
peaty,-6.733828737
jambs,-6.734148584
canna,-6.734775946
cleat,-6.734798863
nines,-6.735804523
sumac,-6.736333361
clack,-6.736387932
mache,-6.737060974
feare,-6.737829221
repro,-6.738475723
corns,-6.738631363
loons,-6.739017289
wools,-6.739533748
culpa,-6.739562711
psoas,-6.740358838
manus,-6.740512686
kneed,-6.740556095
bursa,-6.741155565
deeps,-6.741351367
chide,-6.741362922
mealy,-6.741392114
welts,-6.741463127
khadi,-6.742345676
madre,-6.742366243
toddy,-6.742428601
longe,-6.742956836
buxom,-6.743004869
motes,-6.743094649
filmy,-6.743747999
wicks,-6.743788781
jesus,-6.743980891
coops,-6.744141737
rants,-6.744230536
odium,-6.744363563
mucho,-6.744614312
panty,-6.745439328
colts,-6.745882797
quips,-6.74620933
gusty,-6.746502654
liang,-6.746684448
shims,-6.747438761
peats,-6.748340792
rusts,-6.748484818
clame,-6.748557665
nappy,-6.748686404
porno,-6.749412602
dures,-6.749506137
stoke,-6.749547842
ganja,-6.749920432
wands,-6.749995988
allyl,-6.7501986
creel,-6.750272728
pombe,-6.750317812
techs,-6.750351083
doled,-6.7507429
detox,-6.751037251
goody,-6.75125785
whist,-6.751402776
dupes,-6.751985371
milch,-6.753117616
varia,-6.754056574
yummy,-6.754943528
fleur,-6.754957429
nitty,-6.75551126
simul,-6.755781809
roved,-6.756099542
jeers,-6.756334815
maria,-6.75703908
minis,-6.757213364
hadst,-6.757395804
fryer,-6.758165236
hurls,-6.758931096
grail,-6.75896103
bloat,-6.76043673
glume,-6.760613965
gouty,-6.760731642
retry,-6.761313336
baulk,-6.762336551
inbox,-6.762449608
arret,-6.762651399
kudos,-6.762734095
tinny,-6.76361297
bents,-6.763725234
junks,-6.763741024
scram,-6.764253515
jones,-6.764944692
tunas,-6.76501316
larks,-6.765196684
malar,-6.766000025
flues,-6.766063697
gipsy,-6.766167255
execs,-6.766281721
loped,-6.766508849
adown,-6.766962538
frill,-6.767142574
topoi,-6.767148013
zooms,-6.767201958
elute,-6.767231506
nonce,-6.768007965
fille,-6.768666162
kanji,-6.770114103
cower,-6.770909767
artic,-6.773170775
sulfa,-6.774326416
cardi,-6.774333349
doted,-6.774755613
louis,-6.775016506
dodgy,-6.775518655
palpi,-6.775960694
benne,-6.776286316
pinky,-6.776391566
peony,-6.778635856
aures,-6.77898472
reaps,-6.779602591
mutes,-6.779760764
brawn,-6.779901633
qubit,-6.780054213
cline,-6.780082675
spunk,-6.78075701
legit,-6.780898103
sahib,-6.78198936
crony,-6.782368024
smolt,-6.782522658
abord,-6.783326401
bayes,-6.783401324
sepal,-6.784025052
scoot,-6.784740305
hulks,-6.784776567
breds,-6.78486265
serge,-6.785653957
synch,-6.785877746
nares,-6.786157689
lupin,-6.787005511
tepee,-6.787040757
baste,-6.787195248
bunks,-6.78733885
oiler,-6.787438407
krone,-6.787626444
anted,-6.787711216
croft,-6.787799264
scala,-6.787842945
taels,-6.787861472
locum,-6.788132594
hippo,-6.788335551
manse,-6.78863352
buffe,-6.790855703
bigot,-6.791095554
quale,-6.791298971
aider,-6.791379542
vapid,-6.792182918
ontic,-6.792580319
dears,-6.792601978
troth,-6.792722397
rooks,-6.793502187
loony,-6.793818694
peons,-6.793901362
dozer,-6.794228743
beamy,-6.794346322
mitts,-6.794472621
clank,-6.794928153
feted,-6.796460125
oaken,-6.796561243
ratty,-6.797469378
emend,-6.797920175
blare,-6.798159784
sider,-6.798784159
molal,-6.799229455
harry,-6.799464794
fatwa,-6.801054907
objet,-6.801178856
synth,-6.80123676
hyped,-6.801441996
raves,-6.801463659
opine,-6.802299264
sopra,-6.802482415
antic,-6.80302269
hijab,-6.803381111
crier,-6.803388311
henna,-6.803955406
longa,-6.80465758
bulla,-6.804796043
jeune,-6.804894486
forex,-6.805013084
bunde,-6.805484629
bobby,-6.80548712
abuts,-6.806457164
ricin,-6.806635909
mufti,-6.807308783
saris,-6.807697109
jowar,-6.808083476
gauzy,-6.808437189
kiddo,-6.808469861
cress,-6.808649975
cauld,-6.809007406
sower,-6.809229437
chats,-6.809256122
cense,-6.810135808
jerry,-6.810170572
cheth,-6.81023909
oboes,-6.810661846
muggy,-6.81200662
prana,-6.81226702
exult,-6.812449713
liven,-6.81258299
ology,-6.812652377
pedis,-6.812867871
vised,-6.813037478
reedy,-6.813218388
chafe,-6.813449107
sorta,-6.813468879
doggy,-6.813595251
metes,-6.813991142
bogie,-6.814009019
jowls,-6.815030951
poled,-6.815399159
touts,-6.815572619
boose,-6.815874886
anise,-6.816480069
tamer,-6.817256862
mitre,-6.817757327
gumbo,-6.817763168
diols,-6.818120648
brays,-6.818419124
scand,-6.818798833
icily,-6.819508385
belon,-6.819533781
dewar,-6.819966791
roams,-6.820284593
areca,-6.820341962
recta,-6.820445646
ocher,-6.820556038
strep,-6.821283279
bides,-6.821964432
teeny,-6.822140259
preys,-6.822318877
riffs,-6.822678566
ninja,-6.823293807
aedes,-6.82393872
munch,-6.8241999
ketch,-6.824923776
mangy,-6.825543138
corms,-6.82680314
elfin,-6.827167625
gutta,-6.828097457
stope,-6.828109597
banes,-6.82834594
largo,-6.828617788
kinin,-6.828833005
fords,-6.829178905
gyros,-6.829232639
hoots,-6.829329385
blocs,-6.829525877
exine,-6.829698381
caddy,-6.830028704
bused,-6.830045998
shuns,-6.830519999
belch,-6.830587801
fames,-6.830619578
debar,-6.83146479
breid,-6.831738027
imide,-6.832049019
gutsy,-6.832516512
cedes,-6.833060029
shite,-6.833195833
pixie,-6.833256332
coset,-6.833305786
volte,-6.833529256
marly,-6.833768824
cento,-6.833989428
lexis,-6.834430302
titan,-6.834644425
stein,-6.8346905
ejido,-6.835279263
boson,-6.83594233
layed,-6.835952044
velum,-6.83638805
limed,-6.836735354
spiel,-6.836924657
wight,-6.837155656
fucks,-6.83752149
craps,-6.83755343
plebs,-6.837554102
buffy,-6.838423574
mimes,-6.839123084
cirri,-6.83918539
phono,-6.839434565
leges,-6.839777627
schwa,-6.840490889
ulema,-6.840494485
tempi,-6.841498214
devas,-6.841956408
thana,-6.842074361
andro,-6.842494254
hanky,-6.842537048
bawds,-6.842565256
sured,-6.843213652
slink,-6.843509466
varna,-6.843903107
snoop,-6.84435537
lieve,-6.844443211
fonds,-6.844723913
greys,-6.846512724
jocks,-6.847254161
runic,-6.848458247
harks,-6.849124867
wombs,-6.849217518
cants,-6.849825447
ictal,-6.849909873
splat,-6.84999431
sixes,-6.850607065
hippy,-6.850624079
mylar,-6.850828217
briar,-6.851201699
girly,-6.851685428
rajas,-6.852495124
beige,-6.853388514
gulfs,-6.853505087
igloo,-6.853821794
yogis,-6.853888237
sheik,-6.854059225
karat,-6.854090139
waxen,-6.854138005
whoso,-6.854195527
amies,-6.854516356
spall,-6.854686048
dowdy,-6.855213153
lodes,-6.855400455
gaged,-6.855421464
wheal,-6.855686335
pined,-6.855748284
heist,-6.856065415
johns,-6.856837925
hutch,-6.857013671
imino,-6.857189671
slays,-6.857586984
avise,-6.857918091
curio,-6.858278087
brews,-6.858641826
